Rule ID,Title,Severity,Action,Category,Description,Pattern,Min Count,Max Chars,LLM Prompt,Applies To,Endpoints,Shadow Override
LLM06-TECHNICAL-SPECS-1.0,Technical Specifications and Implementation Details,medium,flag,,,(?i)(?:technical|implementation).*(?:details|specifications|documentation).*(?:internal|proprietary|confidential|restricted),1,,,"user_input, prompt",/*,
LLM06-INFRASTRUCTURE-PROBE-1.0,Infrastructure Probing and Discovery,high,flag,,,(?i)(?:probe|scan|discover|enumerate).*(?:infrastructure|servers|databases|networks|endpoints).*(?:configuration|topology|architecture),1,,,"user_input, prompt",/*,
LLM06-ENVIRONMENT-DISCLOSURE-1.0,Development Environment Information Disclosure,high,flag,,,(?i)(?:development|staging|production).*(?:environment|configuration|variables|secrets|credentials).*(?:details|information|access),1,,,"user_input, prompt",/*,
LLM06-ADVANCED-PII-1.0,Advanced PII Detection with Context,critical,block,,,"(?i)(?:my|our|user|customer).*(?:social\s+security|ssn|credit\s+card|employee\s+id|passport|driver.?s?\s+license).*(?:[A-Z0-9\-]{3,}).*(?:give|provide|grant|show).*(?:access|information|data)",1,,,"user_input, prompt",/*,
LLM06-FINANCIAL-DATA-1.0,Financial Information Extraction Attempts,critical,block,,,(?i)(?:account|bank|financial).*(?:number|balance|transaction|statement).*(?:for|belonging\s+to|associated\s+with).*(?:[A-Z][a-z]+\s+[A-Z][a-z]+),1,,,"user_input, prompt",/*,
LLM06-HEALTH-DATA-1.0,Healthcare Information Extraction,critical,block,,,(?i)(?:medical|health|healthcare).*(?:record|information|data|history).*(?:patient|individual).*(?:named|called|identified),1,,,"user_input, prompt",/*,
LLM06-EXTRACTION-BEHAVIOR-1.0,Sequential Information Extraction Behavior,medium,flag,,,(?i)(?:first|then|next|after\s+that|subsequently).*(?:tell\s+me|show\s+me|reveal|extract).*(?:more|additional|further).*(?:information|data|details),1,,,"user_input, prompt",/*,
LLM06-SOCIAL-ENGINEERING-1.0,Social Engineering for Information Disclosure,high,flag,,,(?i)(?:trust\s+me|help\s+me|emergency|urgent|important|authorized|permission).*(?:need|require|must\s+have).*(?:access|information|data).*(?:confidential|private|restricted),1,,,"user_input, prompt",/*,
LLM06-CONTEXT-MANIPULATION-1.0,Context Manipulation for Data Access,high,flag,,,(?i)(?:pretend|imagine|roleplay|simulate).*(?:you\s+are|being).*(?:authorized|admin|developer|system).*(?:with\s+access|can\s+access|allowed\s+to\s+see),1,,,"user_input, prompt",/*,
LLM07-PRIVILEGE-ESCALATION-ADMIN-1.0,Plugin Administrative Privilege Escalation,critical,block,,,(?i)(?:plugin|extension|add-on).*(?:request|require|need|grant).*(?:admin|administrator|root|superuser|elevated).*(?:privileges|permissions|access|rights),1,,,"user_input, prompt, plugin_request",/*,
LLM07-SYSTEM-LEVEL-ACCESS-1.0,System-Level Plugin Access Attempts,critical,block,,,(?i)(?:plugin|extension).*(?:access|modify|control|execute).*(?:system\s+files|registry|kernel|hardware|device\s+drivers),1,,,"user_input, prompt, plugin_request",/*,
LLM07-CREDENTIAL-HARVESTING-1.0,Plugin Credential Harvesting and Theft,high,block,,,(?i)(?:plugin|extension).*(?:harvest|steal|extract|access).*(?:credentials|passwords|api\s+keys|tokens|certificates).*(?:other\s+plugins|system|users),1,,,"user_input, prompt, plugin_request",/*,
LLM07-PERMISSION-BYPASS-1.0,Plugin Permission Model Bypass,high,block,,,(?i)(?:bypass|circumvent|override|ignore).*(?:permission|security).*(?:model|controls|restrictions|limitations).*(?:plugin|extension),1,,,"user_input, prompt, plugin_request",/*,
LLM07-SANDBOX-ESCAPE-INJECTION-1.0,Plugin Sandbox Escape via Code Injection,critical,block,,,(?i)(?:plugin|extension).*(?:inject|execute|run).*(?:code|script|command).*(?:outside|beyond|escape).*(?:sandbox|container|isolation),1,,,"user_input, prompt, plugin_request",/*,
LLM07-CONTAINER-BREAKOUT-1.0,Plugin Container Breakout Attempts,critical,block,,,(?i)(?:plugin|extension).*(?:break\s*out|escape|exit).*(?:container|docker|sandbox|chroot|jail).*(?:access|reach|execute),1,,,"user_input, prompt, plugin_request",/*,
LLM07-RESOURCE-BOUNDARY-VIOLATION-1.0,Plugin Resource Boundary Violations,high,block,,,(?i)(?:plugin|extension).*(?:violate|cross|breach|exceed).*(?:resource|memory|process|thread).*(?:boundary|limit|restriction|isolation),1,,,"user_input, prompt, plugin_request",/*,
LLM07-ISOLATION-BYPASS-1.0,Plugin Isolation Mechanism Bypass,high,block,,,(?i)(?:plugin|extension).*(?:bypass|circumvent|break).*(?:isolation|separation|quarantine).*(?:mechanism|control|barrier),1,,,"user_input, prompt, plugin_request",/*,
LLM07-UNAUTHORIZED-INSTALL-1.0,Unauthorized Plugin Installation Attempts,high,block,,,(?i)(?:install|deploy|load|activate).*(?:plugin|extension|add-on).*(?:without|bypass).*(?:authorization|permission|approval|verification),1,,,"user_input, prompt, plugin_request",/*,
LLM07-MALICIOUS-PLUGIN-EXECUTION-1.0,Malicious Plugin Execution Detection,critical,block,,,(?i)(?:execute|run|activate).*(?:malicious|harmful|untrusted|unsigned).*(?:plugin|extension|code|script),1,,,"user_input, prompt, plugin_request",/*,
LLM07-PLUGIN-TAMPERING-1.0,Plugin Tampering and Modification,high,block,,,(?i)(?:modify|tamper|alter|change).*(?:plugin|extension).*(?:code|configuration|behavior|functionality).*(?:runtime|execution|operation),1,,,"user_input, prompt, plugin_request",/*,
LLM07-INTER-PLUGIN-ATTACK-1.0,Inter-Plugin Attack Vector Detection,medium,flag,,,(?i)(?:plugin|extension).*(?:communicate|interact|exchange).*(?:data|information|commands).*(?:malicious|unauthorized|harmful).*(?:purpose|intent),1,,,"user_input, prompt, plugin_request",/*,
LLM07-PLUGIN-DATA-EXFILTRATION-1.0,Plugin Data Exfiltration Prevention,high,block,,,(?i)(?:plugin|extension).*(?:exfiltrate|steal|leak|transmit).*(?:data|information|files|credentials).*(?:external|outside|unauthorized).*(?:destination|server|endpoint),1,,,"user_input, prompt, plugin_request",/*,
LLM07-EXCESSIVE-RESOURCE-ACCESS-1.0,Excessive Plugin Resource Access,medium,flag,,,(?i)(?:plugin|extension).*(?:request|demand|require).*(?:excessive|unlimited|unrestricted).*(?:resources|memory|cpu|storage|network).*(?:access|usage|allocation),1,,,"user_input, prompt, plugin_request",/*,
LLM07-CRITICAL-SYSTEM-ACCESS-1.0,Critical System Resource Access,high,block,,,(?i)(?:plugin|extension).*(?:access|modify|control).*(?:critical|essential|core).*(?:system|infrastructure|service).*(?:resources|components|functions),1,,,"user_input, prompt, plugin_request",/*,
LLM07-PLUGIN-RECONNAISSANCE-1.0,Plugin Reconnaissance and Information Gathering,medium,flag,,,(?i)(?:plugin|extension).*(?:scan|probe|enumerate|discover).*(?:system|network|users|configuration|vulnerabilities).*(?:information|data|structure|weaknesses),1,,,"user_input, prompt, plugin_request",/*,
LLM07-PLUGIN-PERSISTENCE-1.0,Plugin Persistence and Backdoor Installation,high,block,,,(?i)(?:plugin|extension).*(?:establish|create|install).*(?:persistence|backdoor|hidden\s+access|permanent\s+access).*(?:system|startup|schedule|registry),1,,,"user_input, prompt, plugin_request",/*,
LLM08-EXCESSIVE-PERMISSIONS-1.0,Excessive System Permission Grant Requests,critical,block,,,(?i)(?:grant|give|provide|allow).*(?:me|ai|system|agent).*(?:full|complete|unlimited|unrestricted).*(?:access|permissions|rights|control).*(?:system|admin|root|everything),1,,,"user_input, prompt, agent_request",/*,
LLM08-ADMINISTRATIVE-OVERREACH-1.0,Administrative Authority Overreach Attempts,high,block,,,(?i)(?:ai|agent|system).*(?:should|must|will|can).*(?:manage|control|administer|oversee).*(?:users|accounts|systems|infrastructure|organization),1,,,"user_input, prompt, agent_request",/*,
LLM08-FINANCIAL-AUTHORITY-1.0,Unauthorized Financial Authority Requests,critical,block,,,(?i)(?:ai|agent|system).*(?:authorize|approve|process|execute).*(?:payments|transactions|financial|money|budget|spending).*(?:decisions|operations|activities),1,,,"user_input, prompt, agent_request",/*,
LLM08-DATA-MANIPULATION-AUTHORITY-1.0,Excessive Data Manipulation Authority,high,block,,,(?i)(?:ai|agent|system).*(?:modify|delete|alter|change).*(?:database|files|records|data).*(?:automatically|autonomously|without\s+approval|independently),1,,,"user_input, prompt, agent_request",/*,
LLM08-UNAUTHORIZED-DELEGATION-1.0,Unauthorized Authority Delegation Attempts,high,block,,,(?i)(?:delegate|transfer|assign|grant).*(?:my|user|human).*(?:authority|permissions|rights|access).*(?:to|for).*(?:ai|agent|system|automation),1,,,"user_input, prompt, agent_request",/*,
LLM08-PRIVILEGE-INHERITANCE-1.0,Improper Privilege Inheritance Prevention,high,block,,,(?i)(?:inherit|assume|take\s+on|adopt).*(?:privileges|permissions|authority|rights).*(?:from|of).*(?:user|admin|supervisor|manager),1,,,"user_input, prompt, agent_request",/*,
LLM08-AUTHORITY-ESCALATION-CHAIN-1.0,Authority Escalation Chain Detection,medium,flag,,,(?i)(?:escalate|elevate|increase|expand).*(?:authority|permissions|access|scope).*(?:chain|sequence|progression|gradually),1,,,"user_input, prompt, agent_request",/*,
LLM08-AUTONOMOUS-DECISION-ESCALATION-1.0,Autonomous Decision-Making Escalation,high,block,,,(?i)(?:ai|agent|system).*(?:decide|determine|choose|select).*(?:automatically|autonomously|independently).*(?:without|bypassing).*(?:human|user|approval|oversight),1,,,"user_input, prompt, agent_request",/*,
LLM08-SCOPE-CREEP-1.0,AI Agency Scope Creep Detection,medium,flag,,,(?i)(?:expand|extend|broaden|increase).*(?:scope|role|responsibility|authority).*(?:beyond|outside|more\s+than).*(?:original|intended|authorized|approved),1,,,"user_input, prompt, agent_request",/*,
LLM08-CRITICAL-ACTION-AUTONOMY-1.0,Critical Action Autonomous Execution,critical,block,,,(?i)(?:execute|perform|carry\s+out|implement).*(?:critical|important|sensitive|high-risk).*(?:actions|operations|tasks|decisions).*(?:automatically|without\s+confirmation),1,,,"user_input, prompt, agent_request",/*,
LLM08-DECISION-BOUNDARY-VIOLATION-1.0,Decision Boundary Violation Detection,medium,flag,,,(?i)(?:make|take).*(?:decisions|choices|determinations).*(?:outside|beyond|exceeding).*(?:assigned|authorized|approved).*(?:scope|boundaries|limits|parameters),1,,,"user_input, prompt, agent_request",/*,
LLM08-UNAUTHORIZED-POLICY-DECISIONS-1.0,Unauthorized Policy Decision Making,high,block,,,(?i)(?:create|establish|modify|change).*(?:policy|rules|guidelines|procedures).*(?:for|governing|controlling).*(?:users|organization|system|operations),1,,,"user_input, prompt, agent_request",/*,
LLM08-UNSUPERVISED-AUTOMATION-1.0,Unsupervised Automation Prevention,medium,flag,,,(?i)(?:automate|run|execute).*(?:continuously|permanently|indefinitely|unsupervised).*(?:without|lacking).*(?:human|user|supervision|oversight|monitoring),1,,,"user_input, prompt, agent_request",/*,
LLM08-SELF-MODIFICATION-1.0,AI Self-Modification Prevention,critical,block,,,(?i)(?:ai|agent|system).*(?:modify|change|update|alter).*(?:itself|own|self).*(?:code|behavior|parameters|configuration|rules),1,,,"user_input, prompt, agent_request",/*,
LLM08-OVERSIGHT-BYPASS-1.0,Human Oversight Bypass Prevention,high,block,,,(?i)(?:bypass|skip|avoid|circumvent).*(?:human|user|manual).*(?:oversight|review|approval|supervision|verification),1,,,"user_input, prompt, agent_request",/*,
LLM08-APPROVAL-CIRCUMVENTION-1.0,Approval Process Circumvention Detection,high,block,,,(?i)(?:circumvent|work\s+around|bypass|ignore).*(?:approval|authorization|permission|validation).*(?:process|workflow|procedure|requirement),1,,,"user_input, prompt, agent_request",/*,
PRECISION-BASE64-INJECTION-1.0,Base64-Encoded Injection Detection,high,block,,,(?i)(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=)?.*(?:injection|script|execute|eval|system|admin),1,,,"user_input, prompt, output, response",/*,
PRECISION-HEX-ENCODING-EVASION-1.0,Hexadecimal Encoding Evasion Detection,high,flag,,,(?i)(?:\\x[0-9a-f]{2})+.*(?:injection|attack|exploit|malicious|harmful),1,,,"user_input, prompt, output, response",/*,
PRECISION-UNICODE-OBFUSCATION-1.0,Unicode Obfuscation and Homograph Attacks,high,block,,,"(?i)(?:[\u0100-\u017F\u0180-\u024F\u1E00-\u1EFF].*){2,}(?:admin|system|execute|inject|script)",1,,,"user_input, prompt, output, response",/*,
PRECISION-CONTEXT-SWITCHING-1.0,Advanced Context Switching Attack Detection,high,block,,,(?i)(?:forget|ignore|disregard).*(?:previous|prior|earlier).*(?:instructions|rules|guidelines|context).*(?:now|instead|actually|really).*(?:execute|perform|do|run),1,,,"user_input, prompt, output, response",/*,
PRECISION-ROLE-MANIPULATION-ADVANCED-1.0,Sophisticated Role Manipulation Detection,critical,block,,,(?i)(?:pretend|imagine|simulate|act\s+as).*(?:you\s+are|being).*(?:developer|admin|system|authorized|privileged).*(?:with|having|granted).*(?:access|permissions|ability|authority).*(?:to|for).*(?:bypa,1,,,"user_input, prompt, output, response",/*,
PRECISION-MULTI-STAGE-INJECTION-1.0,Multi-Stage Injection Chain Detection,critical,block,,,(?i)(?:first|initially|step\s+1).*(?:establish|create|set\s+up).*(?:then|next|step\s+2).*(?:inject|execute|trigger|activate).*(?:finally|last|step\s+3).*(?:payload|attack|exploit|malicious),1,,,"user_input, prompt, output, response",/*,
PRECISION-FRAGMENTED-ATTACK-1.0,Fragmented Attack Vector Detection,high,block,,,(?i)(?:split|fragment|divide|break).*(?:command|instruction|payload|request).*(?:across|between|over).*(?:multiple|several|various).*(?:inputs|queries|requests|messages),1,,,"user_input, prompt, output, response",/*,
PRECISION-HTML-ENTITY-ADVANCED-1.0,Advanced HTML Entity Encoding Evasion,high,block,,,"(?i)(?:&#x?[0-9a-f]+;){3,}.*(?:script|javascript|onload|onclick|onerror|eval)",1,,,"user_input, prompt, output, response",/*,
PRECISION-URL-ENCODING-NESTED-1.0,Nested URL Encoding Evasion Detection,high,flag,,,"(?i)(?:%[0-9a-f]{2}){2,}.*(?:javascript|vbscript|data:|about:|file:|ftp:)",1,,,"user_input, prompt, output, response",/*,
PRECISION-POLYMORPHIC-INJECTION-1.0,Polymorphic Injection Pattern Detection,critical,block,,,"(?i)(?:var|let|const|function|class)\s+[a-z_$][a-z0-9_$]*\s*[=:]\s*(?:new\s+)?\w+\(.{0,100}(?:eval|exec|system|shell|cmd)",1,,,"user_input, prompt, output, response",/*,
PRECISION-ADAPTIVE-PAYLOAD-1.0,Adaptive Payload Generation Detection,critical,block,,,(?i)(?:generate|create|construct|build).*(?:dynamically|adaptively|programmatically).*(?:payload|attack|exploit|injection).*(?:based\s+on|according\s+to|matching).*(?:response|environment|context|syst,1,,,"user_input, prompt, output, response",/*,
PRECISION-ADVANCED-SOCIAL-ENGINEERING-1.0,Sophisticated Social Engineering Detection,high,block,,,(?i)(?:emergency|urgent|critical|immediate).*(?:situation|issue|problem|matter).*(?:requires|needs|demands).*(?:bypass|override|ignore).*(?:security|protocols|procedures|validation).*(?:for|to\s+save|,1,,,"user_input, prompt, output, response",/*,
PRECISION-CONFIDENCE-MANIPULATION-1.0,Confidence and Trust Manipulation Detection,high,block,,,(?i)(?:trust\s+me|you\s+can\s+trust|i\s+assure\s+you|guaranteed|certain|confident).*(?:this\s+is|it's).*(?:safe|secure|authorized|legitimate|approved).*(?:to|for).*(?:access|bypass|override|ignore),1,,,"user_input, prompt, output, response",/*,
PRECISION-TIMING-ATTACK-1.0,Sophisticated Timing Attack Detection,high,block,,,(?i)(?:delay|wait|pause|schedule|defer).*(?:execution|processing|operation).*(?:until|after|when).*(?:detection|monitoring|analysis|scanning).*(?:completes|finishes|stops|ends),1,,,"user_input, prompt, output, response",/*,
PRECISION-RESOURCE-EXHAUSTION-GRADUAL-1.0,Gradual Resource Exhaustion Detection,critical,block,,,(?i)(?:gradually|slowly|incrementally|step\s+by\s+step).*(?:increase|expand|grow|consume).*(?:resources|memory|cpu|processing|queries).*(?:until|to\s+the\s+point|so\s+that).*(?:system|service|applicat,1,,,"user_input, prompt, output, response",/*,
ANTHROPIC-KEY-1.0,Secret: Anthropic Claude API Key,error,block,,,"\bsk-ant-[a-zA-Z0-9_-]{95,100}\b",1,,,"user_input, prompt",/*,enforce
GROQ-KEY-1.0,Secret: Groq API Key,error,block,,,\bgsk_[a-zA-Z0-9]{56}\b,1,,,"user_input, prompt",/*,enforce
HUGGINGFACE-TOKEN-1.0,Secret: HuggingFace Access Token,error,block,,,"\bhf_[A-Za-z0-9]{37,40}\b",1,,,"user_input, prompt",/*,enforce
COHERE-KEY-1.0,Secret: Cohere API Key,error,block,,,"\b[a-zA-Z0-9]{40,50}-co\b",1,,,"user_input, prompt",/*,enforce
REPLICATE-TOKEN-1.0,Secret: Replicate API Token,error,block,,,"\br8_[A-Za-z0-9]{40,50}\b",1,,,"user_input, prompt",/*,enforce
MISTRAL-KEY-1.0,Secret: Mistral AI API Key,error,block,,,"\bmist_[a-zA-Z0-9]{32,48}\b",1,,,"user_input, prompt",/*,enforce
PERPLEXITY-KEY-1.0,Secret: Perplexity API Key,error,block,,,"\bpplx-[a-zA-Z0-9]{32,64}\b",1,,,"user_input, prompt",/*,enforce
GOOGLE-AI-KEY-1.0,Secret: Google AI API Key,error,block,,,"\bAI[a-zA-Z0-9]{35,39}\b",1,,,"user_input, prompt",/*,enforce
DEEPFAKE-REQUEST-1.0,Threat: Deepfake Generation Request,error,block,,,(?i)\b(?:create|generate|make|produce|build)\s+(?:a\s+)?(?:deepfake|deep\s*fake|face\s*swap|fake\s*video|synthetic\s*video)\b,1,,,"user_input, prompt",/*,
VOICE-CLONING-1.0,Threat: Voice Cloning Request,warning,flag,,,(?i)\b(?:clone|mimic|replicate|synthesize|fake|copy)\s+(?:my\s+|his\s+|her\s+|their\s+|this\s+|the\s+)?(?:voice|speech|audio|sound|accent)\b,1,,,"user_input, prompt",/*,
FACE-SWAP-REQUEST-1.0,Threat: Face Swap Request,warning,flag,,,(?i)\b(?:swap|replace|change|put)\s+(?:my\s+|his\s+|her\s+|this\s+|the\s+)?face\s+(?:with|onto|on|into)\b,1,,,"user_input, prompt",/*,
CRYPTO-EXPLOIT-1.0,Threat: Cryptocurrency Exploit Request,error,block,,,(?i)\b(?:create|build|generate|write)\s+(?:a\s+)?(?:malicious\s+)?(?:smart\s*contract|defi\s*exploit|crypto\s*scam|rug\s*pull|pump\s*and\s*dump|exit\s*scam)\b,1,,,"user_input, prompt",/*,
PRIVATE-KEY-CRYPTO-1.0,Secret: Cryptocurrency Private Key,error,block,,,"\b(?:[5KL][1-9A-HJ-NP-Za-km-z]{50,51}|0x[a-fA-F0-9]{64}|[a-fA-F0-9]{64})\b",1,,,"user_input, prompt",/*,enforce
SEED-PHRASE-1.0,Secret: Cryptocurrency Seed Phrase,error,block,,,"(?i)\b(?:seed\s+phrase|mnemonic|recovery\s+phrase|backup\s+phrase|wallet\s+words)\s*:?\s*(?:[a-z]+\s+){11,23}[a-z]+\b",1,,,"user_input, prompt",/*,enforce
AI-IMPERSONATION-1.0,Threat: AI Impersonation Attack,warning,flag,,,(?i)\b(?:pretend|act\s+as|roleplay\s+as|impersonate|pose\s+as|be\s+like|become)\s+(?:a\s+|an\s+|the\s+)?(?:ceo|cto|cfo|executive|manager|director|president|authority|official|celebrity|influencer|gove,1,,,"user_input, prompt",/*,
TRUST-EXPLOIT-1.0,Threat: Trust Exploitation Pattern,warning,flag,,,(?i)\b(?:urgent|emergency|asap|immediately|time\s*sensitive|deadline|crisis)\b.*\b(?:transfer|send|provide|share|disclose|reveal|give\s+me|tell\s+me)\b,1,,,"user_input, prompt",/*,
AUTHORITY-BYPASS-1.0,Threat: Authority Bypass Request,error,block,,,(?i)\b(?:ignore|override|bypass|skip|disable)\s+(?:your\s+)?(?:safety|security|rules|guidelines|restrictions|limitations|policies|protocols)\b,1,,,"user_input, prompt",/*,
SSN-1.0,PII: US Social Security Number,error,flag,,,\b(?:\d{3}[-\s]?\d{2}[-\s]?\d{4})\b,1,,,"user_input, prompt",/*,
CREDIT-CARD-1.0,PII: Credit Card Number,error,block,,,\b(?:4\d{12}(?:\d{3})?|5[1-5]\d{14}|3[47]\d{13}|3[0-9]\d{11}|6(?:011|5\d{2})\d{12})\b,1,,,"user_input, prompt",/*,enforce
PHONE-NUMBER-1.0,PII: Phone Number,warning,flag,,,\b(?:\+?1[-.\s]?)?\(?(?:[2-9][0-8][0-9])\)?[-.\s]?[2-9][0-9]{2}[-.\s]?\d{4}\b,1,,,"user_input, prompt",/*,
FAKE-NEWS-GENERATION-1.0,Threat: Fake News Generation Request,warning,flag,,,(?i)\b(?:create|write|generate|produce)\s+(?:fake|false|misleading|fabricated)\s+(?:news|article|story|report|headline)\b,1,,,"user_input, prompt",/*,
PROPAGANDA-REQUEST-1.0,Threat: Propaganda Content Request,warning,flag,,,(?i)\b(?:create|write|generate)\s+(?:propaganda|biased|one-sided|slanted)\s+(?:content|material|article|post)\b,1,,,"user_input, prompt",/*,
GDPR-VIOLATION-1.0,Compliance: GDPR Data Rights Violation,error,block,,,(?i)\b(?:ignore|bypass|skip|avoid)\s+(?:gdpr|data\s+subject\s+rights|right\s+to\s+be\s+forgotten|data\s+erasure|consent\s+requirements)\b,1,,,"user_input, prompt",/*,
CCPA-VIOLATION-1.0,Compliance: CCPA Privacy Violation,warning,flag,,,(?i)\b(?:sell|share|disclose)\s+(?:personal\s+information|consumer\s+data|private\s+data)\s+(?:without\s+consent|to\s+third\s+parties|for\s+profit)\b,1,,,"user_input, prompt",/*,
